C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,weekday,month,trend,MEAN_TMP,MIN_TMP,MAX_TMP
24.0,16.74,16.36,17.76,17.38,18.04,15.94,15.7,17.92,14.76,15.38,15.32,15.3,15.28,15.18,15.12,14.8,13.96,15.26,13.86,14.58,14.68,15.3,14.12,19.14,13.58,16.5,17.3,24.38,26.22,28.88,30.52,72.88,68.62,53.68,180.22,200.5,209.66,218.34,191.02,180.2,153.88,167.76,185.42,196.82,189.06,187.54,193.7,176.9,157.76,140.32,141.28,148.4,148.56,137.66,138.16,138.6,131.76,145.56,126.38,186.0,199.3,214.36,217.54,215.06,203.92,197.28,168.72,140.34,112.24,71.38,83.54,64.72,61.56,64.6,37.9,32.92,27.62,27.16,25.08,23.08,30.84,25.04,29.28,30.42,33.9,32.62,31.92,29.38,27.72,26.78,27.44,23.26,20.88,20.92,19.24,3,6,298,30.0,25.3,34.2
19.86,19.6,19.58,19.7,17.52,16.9,17.02,18.48,16.02,17.98,17.02,16.18,17.34,16.72,17.44,15.64,16.16,16.84,16.36,15.68,15.96,16.1,15.5,16.22,18.72,16.44,23.18,23.14,28.32,37.0,24.3,25.3,85.44,86.66,50.48,191.16,201.18,196.8,208.72,185.38,190.02,171.44,193.7,198.5,183.76,192.46,203.38,192.16,193.4,158.36,155.3,161.4,159.52,153.5,131.56,149.9,151.94,165.24,150.64,140.7,190.88,196.54,206.34,218.14,224.26,240.94,207.76,157.46,156.78,116.22,80.84,79.72,50.12,45.68,46.64,31.6,34.22,35.38,24.9,20.02,21.22,21.84,26.14,26.22,21.06,26.56,28.68,26.02,27.92,26.78,24.72,24.82,27.02,24.86,26.18,29.92,4,6,299,30.3,27.3,33.5
29.56,23.9,18.54,19.36,17.54,16.48,16.7,17.64,16.82,16.1,16.22,16.58,16.18,15.4,15.82,16.16,15.04,15.68,16.3,16.64,17.4,21.26,20.72,14.96,15.22,14.92,15.5,14.32,15.02,15.1,14.24,14.66,18.18,17.64,18.36,15.94,16.82,13.4,15.04,14.14,12.22,14.46,15.36,11.6,11.9,13.1,15.88,12.2,11.0,10.8,15.66,18.16,13.48,14.74,13.74,14.16,16.84,15.9,14.78,13.74,14.5,16.96,17.96,21.5,15.56,15.84,17.4,18.32,15.66,12.92,13.76,12.88,15.88,13.52,13.7,12.44,9.52,9.8,15.4,15.1,17.54,17.1,21.4,23.42,23.28,19.54,17.84,21.6,28.7,27.46,27.5,20.36,22.16,17.4,17.72,17.08,5,6,300,29.9,27.9,34.4
17.46,15.58,16.3,16.02,18.84,16.9,16.3,15.52,15.0,15.12,14.7,14.4,14.9,17.54,16.9,14.58,14.92,14.86,15.84,14.74,15.04,15.36,15.62,17.92,14.56,14.36,14.34,14.48,14.56,14.54,14.94,16.28,15.04,16.88,14.7,15.48,13.84,16.0,12.38,15.18,15.12,15.14,13.48,12.12,15.02,15.16,17.68,14.08,12.38,13.94,16.72,14.06,15.28,15.16,15.86,14.6,15.1,15.96,14.52,14.88,14.64,14.6,14.74,14.48,15.34,13.64,12.06,11.94,11.0,11.5,10.0,9.24,8.06,10.38,11.88,14.26,18.64,14.18,13.64,13.78,19.42,15.78,18.34,25.42,23.34,20.82,24.68,26.66,30.68,32.86,33.72,26.8,29.6,21.76,20.3,17.9,6,6,301,30.4,28.0,33.9
18.96,19.68,18.34,15.66,15.98,16.0,15.36,14.54,15.12,14.9,14.92,16.56,17.06,14.54,15.66,14.74,14.74,14.42,15.22,16.42,15.44,16.08,16.84,15.64,15.22,13.24,14.96,22.4,27.42,35.92,36.06,26.68,46.86,65.5,43.16,169.48,187.52,208.78,202.44,215.46,198.54,155.06,161.56,172.28,183.02,193.26,195.16,190.0,190.78,172.8,151.04,163.98,137.34,157.64,152.76,125.7,151.14,149.12,138.4,129.04,183.78,192.32,193.6,205.26,208.74,211.8,225.1,129.5,117.96,98.62,91.76,69.18,57.42,57.98,54.7,38.68,27.4,32.16,27.32,25.6,24.72,34.84,41.52,32.88,46.82,40.84,33.14,43.08,36.64,38.1,31.58,23.84,24.84,22.64,19.94,23.02,0,6,302,28.3,25.8,32.5
18.24,18.28,17.6,17.9,17.3,16.92,16.42,18.32,16.62,17.14,16.58,16.62,16.66,16.8,17.22,16.4,16.74,16.82,16.38,16.48,16.26,16.54,16.36,16.08,15.98,17.14,16.76,28.38,25.7,34.32,29.82,28.0,52.0,99.08,140.02,169.32,191.0,201.38,214.58,188.08,186.44,186.58,180.7,193.16,199.2,191.46,191.38,177.22,151.34,142.26,151.14,161.0,156.9,157.96,139.32,119.92,145.28,156.06,183.14,169.66,184.1,184.58,186.56,191.74,190.58,234.88,222.82,135.26,108.78,97.1,84.02,71.26,94.0,76.08,77.78,37.42,29.56,33.52,28.98,32.88,29.88,34.04,39.6,27.36,34.2,35.72,31.68,28.64,27.32,25.46,22.38,22.28,18.48,18.44,22.98,23.78,1,7,303,27.9,25.5,31.9
19.64,16.72,17.28,20.04,17.72,16.7,17.6,17.92,16.7,16.56,18.62,18.02,18.04,17.66,16.76,16.34,18.02,16.9,17.08,20.5,16.44,16.96,19.22,16.64,16.74,15.86,23.4,25.84,32.56,39.4,28.86,26.76,90.04,70.26,118.52,184.38,195.22,201.32,203.42,191.34,188.46,176.96,178.52,160.1,170.42,195.68,196.56,198.96,178.9,166.2,154.46,144.2,140.1,166.96,157.92,134.8,147.88,151.54,129.0,147.38,201.38,197.32,198.58,198.16,178.94,229.2,196.48,144.78,113.12,82.56,97.94,84.48,71.18,56.16,61.76,40.38,37.38,28.1,28.64,32.28,34.36,34.12,34.04,39.8,34.74,42.02,45.82,40.22,39.1,40.8,38.36,33.74,32.96,27.48,20.26,22.4,2,7,304,29.8,27.3,32.9
21.42,21.36,19.7,19.88,17.64,17.74,17.7,17.34,16.98,17.98,17.96,17.6,17.36,17.76,17.82,17.1,17.04,18.28,17.8,17.4,17.14,17.8,17.6,17.66,17.26,18.14,19.46,25.7,31.26,36.72,38.32,35.9,75.54,80.54,50.92,180.08,204.04,205.36,193.38,214.84,194.58,194.7,179.68,167.98,167.98,202.34,202.32,202.04,182.18,156.12,161.3,162.84,167.02,175.42,148.0,166.68,154.34,170.7,154.28,153.88,179.5,189.72,199.0,210.46,232.22,246.04,238.5,179.62,136.36,118.98,102.8,96.46,94.08,77.38,72.96,48.42,35.52,29.72,25.4,34.44,37.72,37.52,34.92,37.86,36.84,35.28,34.68,38.18,35.28,34.92,28.74,21.88,19.6,22.3,20.98,20.72,3,7,305,30.2,27.6,33.0
18.52,20.5,19.16,17.3,17.96,17.38,17.28,17.36,17.14,17.04,17.34,17.42,16.92,17.54,17.08,17.08,17.18,16.96,17.26,16.48,15.94,16.14,18.04,16.9,16.82,16.98,24.56,25.78,32.16,39.96,36.0,26.56,84.52,58.54,127.6,177.8,198.02,210.06,219.58,227.48,213.36,203.6,203.96,187.0,199.4,194.64,225.1,204.48,194.92,176.2,167.08,172.58,171.24,158.88,151.98,176.22,162.92,181.3,176.5,183.18,186.82,183.3,203.22,216.88,219.3,231.08,207.62,151.14,120.3,104.76,93.74,67.34,47.0,47.42,46.3,33.92,23.12,25.54,25.8,35.64,32.02,31.96,32.62,29.9,30.94,32.02,35.72,29.6,29.44,28.12,27.64,28.36,19.62,20.18,23.14,20.78,4,7,306,30.5,28.0,34.3
20.7,18.08,22.12,19.2,17.04,17.62,19.06,17.64,19.16,16.38,17.22,18.56,18.32,15.58,16.86,15.96,17.82,15.54,15.98,17.36,16.06,15.68,16.0,15.84,16.96,15.84,16.84,15.02,13.88,14.34,16.3,17.5,14.88,13.8,14.42,13.74,15.02,14.96,14.42,13.9,15.5,17.52,15.48,14.18,15.74,17.98,18.06,16.92,19.34,20.96,17.54,16.78,19.72,21.54,19.62,17.68,17.18,18.1,18.82,16.2,15.06,17.36,18.96,16.62,16.2,16.26,16.9,16.48,16.44,15.06,17.38,15.74,17.06,18.42,15.9,14.1,14.22,13.64,16.0,16.46,19.08,15.52,15.2,16.56,17.24,19.64,23.02,23.96,24.66,26.56,30.12,22.22,22.28,23.04,22.86,20.2,5,7,307,31.0,28.1,34.4
17.86,16.48,17.36,16.64,16.38,16.02,16.28,18.24,17.32,15.22,15.8,16.76,16.34,15.94,15.62,15.9,16.1,15.5,15.3,15.1,15.5,15.4,15.92,15.8,16.72,14.94,16.62,15.66,14.36,14.48,14.36,17.36,19.92,18.68,14.88,16.1,17.88,15.56,12.78,12.56,12.84,16.24,15.44,14.04,17.56,18.64,16.96,16.16,14.92,15.46,15.2,15.32,15.2,15.58,18.26,16.1,15.4,15.48,24.34,24.64,24.1,23.46,22.54,23.3,22.48,22.84,22.72,22.88,23.12,17.06,16.74,17.06,18.9,18.14,19.54,21.36,24.64,20.6,25.22,26.14,34.72,26.52,26.38,30.72,32.7,35.42,31.14,33.44,32.24,30.64,25.34,25.46,26.86,24.3,20.26,18.46,6,7,308,31.1,28.3,35.1
17.78,18.32,19.98,17.26,17.86,16.76,17.28,16.56,17.22,16.74,17.86,17.24,16.78,16.44,16.46,17.34,16.68,16.06,15.0,15.28,15.14,16.74,15.08,14.92,15.64,15.14,15.82,23.66,32.9,43.84,29.18,32.04,62.0,50.74,62.14,196.56,191.48,191.56,204.72,193.42,203.2,185.4,187.54,191.3,190.18,188.62,185.38,194.9,182.94,151.96,144.96,151.36,136.8,133.6,126.06,147.56,120.22,142.74,124.58,120.26,162.16,176.76,175.02,182.86,199.02,206.66,183.64,141.6,121.08,111.4,65.08,78.02,69.58,50.96,42.08,32.32,34.44,26.54,28.66,32.32,38.46,35.7,30.04,42.82,37.72,43.86,41.86,45.02,28.66,27.08,27.86,23.9,30.44,25.44,28.64,22.66,0,7,309,27.6,25.0,32.3
19.18,29.52,26.18,17.16,17.48,17.4,17.26,18.76,18.6,17.26,17.18,18.02,16.3,16.5,16.82,16.76,17.06,16.48,17.1,17.0,16.96,16.96,17.36,17.5,16.78,16.24,18.7,17.68,32.74,36.86,38.14,31.2,75.64,74.4,50.46,176.72,194.08,210.8,208.28,208.2,187.56,194.24,213.28,208.46,211.92,197.52,199.7,193.62,188.04,136.26,146.42,149.24,136.46,130.54,141.64,130.26,151.42,152.6,155.34,162.54,214.58,209.44,205.22,221.12,218.64,229.12,207.5,150.72,116.4,101.18,98.04,99.68,67.78,70.64,66.74,39.06,33.54,30.7,31.66,34.78,27.64,28.98,34.3,33.82,30.52,34.52,33.3,31.18,29.34,28.98,32.6,25.0,23.62,20.04,19.68,17.78,1,7,310,28.7,27.2,32.7
17.58,16.9,17.24,16.7,20.24,17.68,17.32,17.12,16.78,18.12,16.48,16.12,16.34,16.64,17.52,16.88,16.14,16.22,17.02,16.62,16.62,17.08,17.8,17.16,16.52,15.22,26.98,27.04,35.92,37.42,33.62,31.62,74.28,68.62,59.76,176.78,181.1,207.84,205.32,217.84,207.42,213.12,215.8,211.12,210.58,205.08,208.74,207.46,189.62,171.92,182.7,181.16,169.5,173.98,170.28,162.46,158.42,175.06,184.04,176.88,192.58,207.9,217.16,207.1,212.68,223.88,193.8,148.92,107.6,98.96,74.6,87.6,69.8,71.46,57.6,33.56,33.18,32.34,41.66,36.88,38.66,38.36,34.8,27.4,28.94,35.74,40.22,36.94,33.4,26.36,30.8,30.16,27.02,21.32,20.32,20.22,2,7,311,30.9,27.0,35.4
19.36,21.78,20.18,18.14,18.44,18.42,18.34,17.5,18.04,17.18,17.14,17.3,17.76,17.38,16.82,17.66,19.62,21.02,17.5,18.08,17.74,17.18,16.12,16.66,16.24,16.22,19.1,22.66,34.78,46.36,32.36,34.36,78.5,69.0,52.5,174.26,179.12,206.1,134.1338384525274,202.32,171.84,188.22,191.34,202.94,213.44,186.6,179.36,190.18,182.54,157.56,152.72,149.32,148.76,172.26,147.2,148.46,151.96,158.02,152.2,145.9,186.96,174.16,168.84,182.36,195.14,210.84,195.62,143.84,110.9,92.04,61.9,77.02,69.16,51.56,34.82,29.02,23.34,24.6,30.04,33.74,22.92,28.76,23.62,24.7,29.26,30.28,32.62,34.32,34.2,26.86,24.3,26.54,21.68,25.4,20.26,21.04,3,7,312,29.8,26.9,34.4
17.84,19.82,19.28,17.14,17.9,17.18,16.62,17.12,17.58,18.08,17.32,16.72,16.78,17.12,16.58,18.6,18.94,17.0,16.94,16.92,17.08,17.24,17.28,16.72,16.98,16.68,24.44,24.32,30.92,36.78,35.82,30.78,81.18,87.3,106.56,182.9,193.58,197.04,214.5,196.66,177.22,179.84,182.1,180.62,183.34,188.86,170.94,180.72,171.56,139.02,121.16,145.88,137.4,156.58,137.76,142.06,157.4,127.36,137.94,151.86,175.94,188.16,177.18,194.08,211.5,217.62,177.3,142.5,111.62,88.42,65.66,49.42,46.68,36.64,31.68,25.76,27.32,19.88,19.0,16.2,16.94,15.8,17.14,21.84,19.54,23.62,24.82,24.92,27.46,27.38,22.04,24.08,25.98,21.08,19.68,18.1,4,7,313,29.2,25.9,32.1
20.6,19.3,20.28,19.68,20.42,16.26,16.08,16.44,16.9,15.98,15.62,15.42,16.4,16.64,16.12,15.74,16.42,16.22,16.66,15.9,19.5,16.66,16.38,15.44,16.9,15.96,17.4,15.64,15.54,17.36,17.16,15.0,13.56,17.12,16.38,16.86,14.36,13.48,14.26,13.92,16.44,17.22,18.2,14.94,14.06,16.76,15.96,21.46,19.16,18.64,19.56,20.86,19.94,22.14,23.22,21.9,19.84,20.26,16.94,16.76,16.34,15.58,15.22,16.72,17.0,18.22,18.4,15.08,14.48,18.44,17.78,16.76,18.34,18.78,19.06,16.22,16.22,18.86,16.5,16.88,16.7,19.38,19.98,20.14,21.64,24.48,23.66,24.76,22.12,27.22,23.28,20.82,28.0,22.38,21.7,15.110551332237135,5,7,314,29.6,26.5,33.8
19.52,20.3,20.92,18.5,20.42,20.6,20.58,18.0,17.08,20.24,20.2,18.04,17.34,19.02,22.52,19.86,17.66,17.16,16.46,17.94,17.46,17.38,17.22,17.44,17.28,16.72,16.42,16.62,18.3,15.96,15.7,18.4,18.58,22.44,17.52,16.66,17.5,17.68,18.62,16.4,15.22,17.38,19.42,17.56,16.4,16.96,17.24,18.22,15.16,16.84,16.86,14.8,19.74,15.14,17.44,17.52,18.72,23.54,20.92,21.52,21.98,20.66,16.56,16.4,17.14,19.26,17.08,20.7,20.22,17.38,17.28,14.32,15.9,15.96,14.66,15.16,16.62,20.58,23.62,21.4,23.42,18.78,23.78,25.5,29.12,32.88,28.5,31.02,26.12,25.6,25.74,19.92,19.78,23.04,20.88,21.44,6,7,315,30.2,26.2,33.0
20.44,18.12,16.82,15.66,16.96,17.28,16.08,16.14,17.02,16.54,15.68,18.0,18.54,16.88,16.06,16.14,16.68,17.84,16.58,15.8,15.98,16.12,16.98,16.32,15.28,14.28,16.64,27.98,33.7,44.12,28.26,35.64,85.0,65.04,122.78,167.7,179.06,192.68,206.8,202.06,219.44,229.66,187.68,177.92,177.2,199.92,186.92,182.72,188.9,167.98,169.84,167.72,162.42,165.5,160.4,154.54,158.16,138.46,150.06,162.18,183.56,188.2,197.86,201.88,206.0,209.36,223.06,163.0,121.84,96.74,65.82,73.78,74.84,54.32,48.9,34.02,34.22,23.5,26.34,24.26,29.68,35.36,40.94,40.18,36.36,29.94,34.0,30.92,34.64,33.34,25.52,26.72,24.06,23.28,21.66,22.94,0,7,316,30.2,28.0,32.6
17.06,17.14,17.94,16.72,16.1,15.96,16.64,16.7,16.02,16.14,16.66,16.98,18.84,16.78,17.04,16.82,16.24,15.76,16.94,16.32,15.96,15.88,15.76,16.06,15.66,16.14,16.82,17.72,23.88,34.36,24.44,30.76,68.36,88.94,68.12,181.04,197.08,206.86,228.28,203.4,184.3,186.54,191.76,179.4,142.3,165.44,176.66,178.86,178.26,173.46,168.46,172.36,177.38,163.96,149.74,166.98,158.66,153.54,146.14,172.06,202.64,202.6,212.82,209.04,213.84,221.1,180.24,153.76,98.48,73.2,46.96,56.0,54.3,37.42,36.62,28.16,31.22,23.62,27.14,25.1,26.26,29.64,32.24,32.06,25.14,32.46,31.28,31.24,29.18,23.5,22.84,21.94,25.6,26.04,24.32,19.6,1,7,317,30.1,26.7,33.8
18.08,18.48,18.94,17.54,17.48,17.0,20.56,19.38,19.38,17.08,17.02,17.08,16.56,16.96,16.88,18.12,17.58,16.96,16.56,16.76,16.8,17.18,16.62,16.5,16.4,16.96,22.78,24.2,32.1,46.68,39.4,32.6,94.6,167.14,142.52,132.36,129.24,131.68,170.56,150.44,136.56,138.2,131.3,76.64,91.44,111.48,120.94,129.46,125.58,130.12,143.46,143.44,133.7,112.8,106.56,117.64,101.86,123.2,104.76,102.96,91.36,88.42,85.28,97.24,114.36,141.32,143.5,131.08,96.88,53.3,35.96,28.66,48.14,62.32,37.42,39.98,34.38,34.2,38.28,34.0,44.06,46.9,42.7,38.56,45.76,38.36,32.2,36.28,30.38,27.9,36.56,34.06,35.14,28.36,24.28,19.18,2,7,318,30.1,27.5,33.5
18.38,18.16,18.52,18.58,19.86,17.98,17.36,19.16,21.66,18.14,18.12,17.44,17.7,17.6,18.38,17.5,17.52,17.48,17.2,17.66,17.28,18.24,17.2,16.88,19.68,22.06,19.4,18.84,33.86,38.52,30.86,32.54,88.0,87.92,90.64,189.54,199.98,211.76,206.24,188.66,159.78,184.7,187.94,186.88,194.88,203.42,190.34,185.74,186.04,162.68,169.36,185.02,162.3,152.86,153.74,152.62,164.32,162.68,155.8,151.82,176.4,174.66,181.34,186.8,202.06,212.06,176.86,124.28,78.76,60.52,57.0,47.58,35.48,36.14,35.5,27.56,28.5,25.5,18.38,19.76,26.42,32.56,32.54,30.78,23.72,26.06,29.56,25.74,27.96,27.04,26.14,26.1,25.78,23.8,21.3,20.98,3,7,319,30.6,28.2,33.0
18.32,19.22,18.0,17.56,16.52,16.88,17.66,17.78,17.74,17.1,19.66,19.6,17.06,17.04,17.78,16.78,17.36,17.14,17.46,17.36,17.2,16.92,17.42,17.66,17.14,16.06,23.88,23.08,27.86,33.86,29.3,31.6,74.48,76.4,111.48,152.7,162.46,186.5,199.52,192.06,164.82,174.42,174.46,165.16,145.72,136.9,150.44,153.26,144.04,121.28,122.42,162.5,148.2,135.12,132.24,132.82,130.62,130.98,113.6,104.8,155.18,149.62,144.68,162.64,147.36,150.62,118.16,96.3,67.02,57.66,37.8,37.58,30.32,22.16,20.14,22.82,14.94,13.18,13.04,10.98,14.82,17.9,16.64,15.7,17.12,20.4,22.98,22.98,23.6,22.86,19.98,20.42,19.1,17.82,22.32,16.74,4,7,320,27.5,25.3,30.5
16.42,15.58,15.9,15.52,14.24,14.52,14.36,14.96,14.72,14.86,14.38,17.0,14.82,14.04,14.58,14.7,14.7,14.8,14.72,14.54,15.42,18.34,14.98,14.1,13.5,13.86,13.92,14.1,14.28,13.38,13.14,13.94,14.02,12.62,13.44,15.44,16.98,13.12,12.8,12.26,12.86,15.8,10.94,15.22,15.26,10.72,11.9,11.46,12.54,11.64,14.64,13.58,14.74,15.8,18.16,13.68,13.8,13.4,15.0,13.98,13.4,12.98,13.16,11.86,14.02,12.3,12.76,11.0,11.42,11.52,11.62,12.52,13.84,13.6,10.48,12.52,14.74,15.78,18.16,14.76,16.82,12.54,15.84,16.96,18.44,21.7,21.64,16.48,17.64,20.82,19.76,22.08,20.86,21.34,19.56,15.62,5,7,321,29.2,26.5,32.4
18.34,17.2,17.02,15.0,16.98,16.84,17.4,17.44,14.76,15.12,14.96,14.22,13.8,14.86,14.76,14.16,15.86,15.88,14.72,14.36,14.68,14.56,14.2,16.96,16.18,13.66,15.18,15.22,14.48,15.26,16.12,15.88,15.4,16.12,15.38,16.36,18.54,14.36,14.34,14.9,15.02,17.68,17.36,15.1,15.96,16.12,16.1,15.28,13.0,12.14,12.06,12.9,14.62,15.18,14.06,13.6,13.6,14.3,13.8,12.88,13.84,13.4,14.68,13.22,11.74,11.5,11.32,10.22,10.88,12.98,12.96,11.2,10.74,9.56,12.96,12.44,13.4,14.08,16.8,23.66,21.56,27.18,25.14,25.1,20.38,21.78,27.36,25.92,30.34,22.8,23.58,20.82,23.2,24.78,22.56,17.54,6,7,322,29.4,25.8,33.6
17.26,17.2,19.32,15.9,16.16,18.32,20.06,17.62,15.46,16.0,19.3,15.88,15.52,15.22,17.54,18.26,14.8,15.3,14.46,14.98,15.7,15.36,15.5,15.62,15.28,15.08,20.66,21.9,28.8,37.24,36.38,38.22,79.66,55.4,55.24,167.54,185.9,192.72,199.38,182.38,173.06,149.78,168.12,168.26,158.02,188.7,193.42,179.24,170.58,155.64,155.78,155.14,170.14,138.24,156.3,147.2,161.28,149.32,158.3,175.68,175.06,188.96,183.32,182.82,199.3,197.48,164.78,108.28,69.34,59.04,42.94,40.9,38.82,30.94,26.02,27.4,22.7,24.52,27.28,30.72,30.72,34.3,38.72,42.44,32.4,30.32,29.26,37.92,34.54,39.1,27.8,23.18,21.82,30.74,21.92,27.52,0,7,323,29.7,27.2,33.1
20.62,19.86,19.66,19.72,17.3,17.64,19.22,19.0,17.22,17.22,17.1,17.08,17.64,16.98,16.36,15.88,16.5,16.66,15.68,15.36,22.8,16.18,15.9,16.64,16.84,18.0,16.56,18.16,39.64,32.08,33.08,30.76,93.2,91.6,60.28,180.26,182.94,188.88,175.82,190.48,165.12,141.7,153.14,148.48,175.32,200.58,193.68,185.6,177.26,160.82,164.94,168.94,171.66,164.46,152.64,169.7,165.7,165.98,160.76,149.78,184.4,193.6,185.88,184.88,194.9,203.96,180.02,99.98,75.5,65.7,56.12,59.26,44.7,31.02,25.54,32.98,30.36,29.48,28.96,25.44,34.0,32.62,32.62,30.88,27.54,28.96,29.24,32.52,34.22,28.68,25.18,25.48,21.76,24.18,23.72,21.3,1,7,324,30.2,27.6,34.7
20.8,19.06,18.36,17.88,17.28,17.36,17.42,17.38,16.98,17.38,17.48,23.8,17.14,17.5,17.28,17.1,16.9,16.98,17.96,16.76,16.72,16.96,16.9,17.3,17.18,18.16,30.5,25.1,33.22,32.34,33.0,35.9,73.78,80.72,83.36,167.6,179.52,179.68,194.34,163.9,156.54,155.26,149.68,146.84,175.66,188.62,187.1,185.38,182.4,162.94,167.84,175.9,168.42,160.44,159.06,151.84,163.24,160.46,142.2,141.48,166.3,193.12,187.66,205.96,199.46,205.86,169.76,126.72,104.5,65.5,56.26,60.92,47.44,41.44,33.38,34.8,33.0,30.42,25.94,34.2,36.38,32.4,39.66,50.4,44.56,33.82,33.62,29.78,33.0,25.06,23.94,22.8,22.26,25.28,23.52,21.68,2,7,325,30.9,29.2,34.1
18.9,18.86,18.54,18.82,18.06,17.82,17.38,17.56,18.42,17.84,18.28,18.32,18.7,17.2,17.36,17.68,21.6,17.84,17.22,17.6,17.42,17.24,17.46,18.64,18.48,17.56,17.1,24.74,30.54,37.58,34.32,43.2,76.86,144.92,170.42,187.3,185.6,212.22,216.06,206.22,191.72,199.74,176.26,182.26,184.4,177.82,183.88,193.38,188.14,176.14,175.72,188.6,153.92,170.94,154.58,164.86,159.08,158.4,172.6,183.06,176.52,173.4,188.64,192.0,185.16,210.56,175.78,131.7,93.9,66.2,41.8,49.96,40.1,40.96,32.46,33.42,30.82,39.26,35.0,37.5,34.76,35.32,34.76,29.28,29.92,29.18,31.88,29.8,30.66,38.2,24.62,24.58,20.28,18.7,20.24,16.54,3,7,326,29.8,27.5,31.5
21.4,18.1,17.06,17.34,17.78,17.56,16.56,16.64,17.08,16.5,16.56,16.7,17.36,17.5,16.98,17.54,17.16,17.52,16.46,16.9,16.8,16.48,18.64,18.48,16.24,16.46,29.62,23.84,29.66,32.4,30.5,31.88,89.42,93.52,151.46,192.42,202.06,204.84,212.2,219.38,212.3,194.44,192.58,192.74,203.8,193.8,204.02,189.26,180.04,154.68,163.96,163.16,164.14,142.94,149.88,133.24,152.92,150.62,149.1,145.62,182.36,199.74,203.44,209.74,193.92,202.34,169.0,140.38,81.1,61.98,50.44,42.08,30.58,34.0,33.12,30.12,23.14,23.28,31.92,25.16,20.56,18.56,22.32,26.7,26.98,20.36,21.14,21.32,23.34,21.72,21.42,20.44,25.7,20.1,21.16,16.5,4,7,327,28.7,24.2,33.3
18.62,17.78,17.26,17.0,16.76,18.16,17.16,19.3,16.0,15.98,16.32,15.74,15.94,15.8,15.88,17.54,17.64,15.5,16.38,16.24,18.5,15.32,15.64,15.7,13.88,14.12,15.04,15.22,14.92,15.1,17.56,16.52,18.86,18.84,17.64,17.2,15.64,16.94,16.54,17.08,16.16,20.2,16.48,17.82,18.82,19.52,18.98,17.7,13.98,13.74,16.76,16.8,13.88,13.0,12.28,13.0,12.0,12.5,11.62,12.94,13.52,10.04,12.5,13.9,13.2,13.4,13.22,12.1,17.16,16.62,15.38,15.18,13.36,14.92,12.68,11.12,12.82,13.58,15.44,16.4,16.32,13.84,13.6,14.64,17.2,19.32,17.04,18.24,20.24,22.42,20.94,17.26,22.4,27.24,20.68,24.74,5,7,328,27.6,24.4,30.3
21.38,16.06,16.18,15.78,15.44,15.48,15.16,15.7,14.68,14.28,15.28,14.98,14.6,17.12,17.5,14.82,14.26,14.44,14.82,14.86,13.86,13.86,14.0,15.26,14.68,15.12,13.44,13.82,13.42,13.82,15.9,18.76,14.92,15.58,16.16,16.2,13.66,15.02,15.08,16.22,15.06,16.9,22.86,17.52,18.38,16.86,16.04,15.86,12.56,13.38,10.74,11.0,14.32,17.3,14.1,14.58,14.14,11.84,12.1,13.48,11.3,13.68,13.94,12.22,12.2,11.98,10.9,9.68,10.7,11.66,13.84,14.74,12.16,11.9,15.9,16.96,16.36,18.16,17.96,20.36,24.66,24.34,25.7,27.92,26.26,30.0,25.68,25.46,30.76,24.8,24.4,19.7,26.06,22.9,21.28,19.74,6,7,329,28.2,24.4,31.9
15.38,17.86,17.72,18.56,15.86,15.36,16.66,15.64,16.2,16.06,15.68,15.1,15.3,14.68,15.3,15.14,15.54,15.48,17.22,15.8,15.16,16.2,15.08,14.68,14.84,15.58,17.18,29.38,38.88,31.64,30.74,37.94,93.74,64.46,76.46,182.84,187.44,184.94,190.76,158.46,152.6,167.62,166.72,164.08,179.1,196.06,184.86,183.92,170.94,173.8,166.92,174.12,154.74,160.58,141.22,149.48,135.32,149.14,163.66,132.6,173.6,168.08,165.66,185.26,208.78,203.8,181.3,133.68,114.12,68.34,61.22,48.1,39.16,31.08,20.72,21.64,21.88,27.02,31.26,32.98,36.98,36.18,30.12,32.44,32.52,35.08,43.8,32.14,41.68,29.86,27.26,24.62,29.16,22.68,20.52,20.68,0,7,330,29.7,26.6,33.8
19.86,20.04,19.52,23.38,19.98,19.34,18.98,16.58,16.5,16.14,15.96,17.54,16.92,17.22,17.08,16.94,16.96,16.02,16.66,23.22,15.98,16.42,18.58,19.58,16.06,16.82,18.18,16.62,31.0,41.28,31.64,33.82,79.7,95.58,131.16,185.28,178.9,199.2,214.7,187.78,185.3,178.48,174.1,178.22,161.02,191.82,184.74,187.28,193.68,172.06,168.82,183.48,179.76,174.46,167.74,169.4,157.48,151.28,156.96,171.36,170.84,187.98,188.36,205.76,215.98,207.24,185.72,156.2,121.34,79.62,41.44,47.72,43.78,27.02,27.94,27.06,29.02,28.34,24.1,26.38,24.04,30.8,33.58,35.98,29.48,35.4,23.86,25.64,25.28,30.26,21.34,22.16,22.0,22.2,24.1,18.92,1,7,331,29.9,27.0,34.4
